bill,year,date_intro,title,act,sector
H.781,2016,1/28/16,An act relating to the use of gun suppressors for hunting,,
H.754,2016,1/28/16,An act relating to the Vermont Economic Progress Council and the Vermont Employment Growth Incentive Program,,
H.772,2016,1/28/16,"An act relating to the Vermont Employees' Retirement System, the State Teachers' Retirement System of Vermont, and the Municipal Employees' Retirement System of Vermont",,
H.780,2016,1/28/16,An act relating to the Vermont spaying and neutering program,,
H.726,2016,1/28/16,An act relating to the Vermont Universal Service Charge and the Connectivity Initiative,,
H.786,2016,1/28/16,An act relating to the Vermont Universal Service Fund and a telecommunications news service for individuals who are blind or visually impaired,,
H.788,2016,1/28/16,An act relating to transportation network companies,,
H.705,2016,1/28/16,An act relating to unused drug disposal at pharmacies,,
H.732,2016,1/28/16,An act relating to withdrawal from a union school district,,
H.799,2016,1/28/16,An act relating to workers' compensation,,
H.767,2016,1/28/16,An act relating to workers' compensation premiums,,
H.805,2016,1/29/16,An act relating to employment rights for members of the National Guard and Reserve Components of the U.S. Armed Forces,121,Labor Issues
H.812,2016,1/29/16,An act relating to implementing an all-payer model and oversight of accountable care organizations,113,Health Care
H.829,2016,1/29/16,An act relating to water quality on small farms,105,Environment
H.824,2016,1/29/16,An act relating to the adoption of occupational safety and health rules and standards,87,Labor Issues
H.808,2016,1/29/16,An act relating to accommodations for pregnant employees,,
H.832,2016,1/29/16,An act relating to attracting and retaining Vermont's next generation,,
H.830,2016,1/29/16,An act relating to bullying,,
H.838,2016,1/29/16,An act relating to business registration requirements,,
H.820,2016,1/29/16,An act relating to creating the Vermont Creative Network,,
H.826,2016,1/29/16,An act relating to exempting the Statewide Independent Living Council from portions of the Agency of the Administration's Bulletin 3.5,,
H.823,2016,1/29/16,An act relating to extending the moratorium on home health agency certificates of need,,
H.801,2016,1/29/16,An act relating to fair employment practices,,
H.814,2016,1/29/16,An act relating to limitations on prescriptions for opioids,,
H.806,2016,1/29/16,An act relating to military pension income tax exemption and the Office of Veterans Affairs,,
H.822,2016,1/29/16,An act relating to noise from wind turbines,,
H.817,2016,1/29/16,An act relating to nonpayment of rent,,
H.839,2016,1/29/16,An act relating to official State estimates for the Education Fund,,
H.821,2016,1/29/16,"An act relating to opioids, regulated drugs, and the Vermont Prescription Monitoring System",,
H.813,2016,1/29/16,An act relating to pharmacists practicing clinical pharmacy,,
H.803,2016,1/29/16,An act relating to portable employment benefits,,
H.835,2016,1/29/16,An act relating to provisional alcohol licenses,,
H.831,2016,1/29/16,An act relating to public school choice,,
H.841,2016,1/29/16,An act relating to reauthorizing the fuel gross receipts tax and increasing the rate on certain fuels,,
H.816,2016,1/29/16,An act relating to regulating Internet-based lodging accommodations,,
H.815,2016,1/29/16,An act relating to requiring a witness and independent communication in exercising patient choice at end of life,,
H.810,2016,1/29/16,An act relating to residential eviction proceedings,,
H.837,2016,1/29/16,An act relating to salvage motor vehicle titles and abandoned motor vehicles,,
H.818,2016,1/29/16,An act relating to stalking,,
H.827,2016,1/29/16,"An act relating to the Agency of Agriculture, Food and Markets establishing a universal meals pilot project under the Farm-to-School Program",,
H.842,2016,1/29/16,An act relating to the Consumer Credit Docket Efficiency and Savings Study Committee,,
H.840,2016,1/29/16,An act relating to the Education Fund Outlook,,
H.804,2016,1/29/16,An act relating to the manufacture of fortified wines,,
H.828,2016,1/29/16,An act relating to the Rozo McLaughlin Farm-to-School Program,,
H.802,2016,1/29/16,An act relating to the sale of alcoholic beverages,,
H.809,2016,1/29/16,An act relating to the State Teachers' Retirement System of Vermont,,
H.825,2016,1/29/16,An act relating to the statewide system for stroke response and treatment,,
H.811,2016,1/29/16,An act relating to the wage rate for service or tipped employees and restaurant service charges,,
H.834,2016,1/29/16,An act relating to unemployment compensation,,
H.833,2016,1/29/16,An act relating to valuing property subject to a use value appraisal at 25 percent of its fair market value,,
H.807,2016,1/29/16,An act relating to veterans' preference hiring policies,,
H.836,2016,1/29/16,An act relating to whistleblower protections for employees,,
H.819,2016,1/29/16,An act relating to workforce development,,
H.843,2016,2/5/16,"An act relating to patient testing for bloodborne pathogen-related illnesses after possible transmission to health care, safety, or emergency personnel when the patient is unavailable or fails to consent",,
H.844,2016,2/9/16,An act relating to conservation of forestland,,
H.845,2016,2/10/16,An act relating to legislative review of certain report requirements,131,Government & Public Affairs
H.846,2016,2/11/16,An act relating to making changes to the calculation of the statewide education property tax,,
H.847,2016,2/12/16,An act relating to authorizing a maximum compensation ratio for benefit corporations,,
H.849,2016,2/16/16,An act relating to establishing the Pathways to Prosperity,,
H.848,2016,2/16/16,An act relating to establishing the School of Tech pilot program,,
H.850,2016,2/18/16,An act relating to assistance with and participation in Public Service Board proceedings,,
H.853,2016,2/24/16,"An act relating to setting the nonresidential property tax rate, the property dollar equivalent yield, and the income dollar equivalent yield for fiscal year 2017, and other education changes",132,Real Estate
H.852,2016,2/24/16,An act relating to State lands,,
H.851,2016,2/24/16,An act relating to the conduct of forestry operations,,
H.854,2016,2/25/16,An act relating to timber trespass,106,?
H.855,2016,2/25/16,An act relating to forest fire suppression and forest fire wardens,,
H.856,2016,2/26/16,An act relating to regional cooperation in government operations in case of catastrophic events,,
H.857,2016,3/8/16,An act relating to timber harvesting,171,Environment
H.858,2016,3/8/16,An act relating to miscellaneous criminal procedure amendments,133,Civil & Criminal Justice
H.859,2016,3/11/16,An act relating to special education,148,Education
H.861,2016,3/11/16,An act relating to regulation of treated article pesticides,99,Agriculture
H.860,2016,3/11/16,An act relating to on-farm livestock slaughter,98,Agriculture
H.862,2016,3/11/16,An act relating to insurance laws,,
H.869,2016,3/15/16,An act relating to judicial organization and operations,167,Civil & Criminal Justice
H.868,2016,3/15/16,An act relating to miscellaneous economic development provisions,157,?
H.863,2016,3/15/16,An act relating to making miscellaneous amendments to Vermont's retirement laws,114,Labor Issues
H.864,2016,3/15/16,An act relating to agricultural exemption from Vermont's sales and use tax,100,Government & Public Affairs
H.867,2016,3/15/16,An act relating to classification of employees and independent contractors,,
H.866,2016,3/15/16,An act relating to prescription drug manufacturer cost transparency,,
H.865,2016,3/15/16,An act relating to promoting workforce housing,,
H.870,2016,3/16/16,An act relating to telecommunications,,
H.871,2016,3/17/16,An act relating to approval of amendments to the charter of the City of Montpelier,M-15,Government & Public Affairs
H.872,2016,3/18/16,An act relating to Executive Branch fees,149,Government & Public Affairs
H.873,2016,3/18/16,An act relating to making miscellaneous tax changes,134,?
H.875,2016,3/22/16,An act relating to making appropriations for the support of government,172,Government & Public Affairs
H.874,2016,3/22/16,An act relating to amending the settlement patterns criterion under Act 250 (10 V.S.A. chapter 151),,
H.876,2016,3/23/16,An act relating to the transportation capital program and miscellaneous changes to transportation-related law,158,Transportation
H.877,2016,3/24/16,An act relating to transportation funding,159,Transportation
H.878,2016,3/25/16,An act relating to capital construction and State bonding budget adjustment,160,Government & Public Affairs
H.879,2016,3/25/16,An act relating to the Health Care Fund contribution assessment and the taxation of e-cigarettes,,
H.882,2016,3/29/16,An act relating to approval of amendments to the charter of the City of Burlington,M-18,Government & Public Affairs
H.881,2016,3/29/16,An act relating to approval of the adoption and codification of the charter of the Town of Charlotte,M-17,Government & Public Affairs
H.880,2016,3/29/16,An act relating to approval of the adoption and codification of the charter of the Town of Bridport,M-16,Government & Public Affairs
H.883,2016,4/5/16,An act relating to approval of amendments to the charter of the City of Winooski,M-19,Government & Public Affairs
H.884,2016,4/7/16,An act relating to approval of amendments to the charter of the City of Barre,M-20,Government & Public Affairs
H.886,2016,4/12/16,An act relating to approval of amendments to the charter of the Town of Brattleboro,M-22,Government & Public Affairs
H.885,2016,4/12/16,An act relating to approval of amendments to the charter of the Town of Shelburne,M-21,Government & Public Affairs
H.887,2016,4/26/16,An act relating to approval of amendments to the charter of the Village of Barton,M-23,Government & Public Affairs
H.888,2016,4/27/16,An act relating to compensation for certain State employees,,
S.260,2016,6/9/16,An act relating to improving the siting of energy projects,174,Energy
H.889,2016,6/9/16,An act relating to improving the siting of energy projects,,
H.5,2017,1/5/17,An act relating to investment of town cemetery funds,26,Government & Public Affairs
H.3,2017,1/5/17,An act relating to burial depth in cemeteries,19,?
H.4,2017,1/5/17,An act relating to calculating time periods in court proceedings,11,Civil & Criminal Justice
H.6,2017,1/5/17,An act relating to approval of an amendment to the charter of the City of Montpelier regarding the regulation of its public water supply sources,,
H.2,2017,1/5/17,An act relating to creating a lien for towing,,
H.1,2017,1/5/17,An act relating to the exemption from State taxation of Social Security payments,,
H.7,2017,1/6/17,An act relating to amendments to Act 46 to extend time frames,,
H.9,2017,1/6/17,An act relating to deferred sentences,,
H.8,2017,1/6/17,An act relating to distracted driving,,
H.10,2017,1/6/17,An act relating to increasing the population served by the Child Care Services Program and the rates of the Child Care Financial Assistance Program,,
S.8,2017,1/10/17,An act relating to establishing the State Ethics Commission and standards of governmental ethical conduct,79,Government & Public Affairs
S.4,2017,1/10/17,An act relating to publicly accessible meetings of an accountable care organization's governing body,59,?
S.10,2017,1/10/17,An act relating to liability for the contamination of potable water supplies,55,Environment
S.9,2017,1/10/17,An act relating to the preparation of poultry products,52,Agriculture
S.3,2017,1/10/17,An act relating to mental health professionals' duty to warn,51,Health Care
S.14,2017,1/10/17,An act relating to expanding the Vermont Practitioner Recovery Network,39,Health Care
S.7,2017,1/10/17,An act relating to deferred sentences and the sex offender registry,15,Civil & Criminal Justice
S.5,2017,1/10/17,An act relating to plea agreements,14,Civil & Criminal Justice
H.14,2017,1/10/17,An act relating to automated external defibrillators,8,Health Care
S.13,2017,1/10/17,An act relating to fees and costs allowed at a tax sale,7,?
S.1,2017,1/10/17,An act relating to the determination of average daily membership for the 2016-2017 school year and equalized pupil count for fiscal year 2018,2,Education
S.2,2017,1/10/17,An act relating to information sharing by the Commissioner of Financial Regulation,1,Government & Public Affairs
H.15,2017,1/10/17,An act relating to amendments to Act 46 to facilitate the approval of alternative governance structures and extend time frames,,
H.13,2017,1/10/17,An act relating to fees and costs allowed at a tax sale,,
H.11,2017,1/10/17,An act relating to foster parents' right to intervene in CHINS proceedings,,
S.12,2017,1/10/17,"An act relating to increasing the maximum prison sentence for first, second, and subsequent offenses of aggravated animal cruelty",,
H.21,2017,1/10/17,An act relating to military pension income tax exemption,,
H.12,2017,1/10/17,An act relating to miscellaneous law enforcement amendments,,
H.17,2017,1/10/17,An act relating to municipal authority to establish speed limits,,
H.19,2017,1/10/17,An act relating to notice for local development review,,
H.20,2017,1/10/17,An act relating to prohibiting consumption of marijuana in a motor vehicle,,
H.18,2017,1/10/17,An act relating to releasing land from Act 250 jurisdiction,,
S.6,2017,1/10/17,An act relating to requiring background checks for the transfer of firearms,,
H.16,2017,1/10/17,An act relating to the display of license plates on pleasure cars,,
S.11,2017,1/10/17,An act relating to the liability of municipalities for hazardous material releases from landfills,,
H.25,2017,1/11/17,An act relating to domestic terrorism,135,Civil & Criminal Justice
H.22,2017,1/11/17,An act relating to the professional regulation of law enforcement officers by the Vermont Criminal Justice Training Council,56,Civil & Criminal Justice
S.15,2017,1/11/17,An act relating to amendments to Act 46 to facilitate the approval of alternative governance structures and extend time frames,,
H.23,2017,1/11/17,An act relating to building resilience for persons experiencing adverse childhood experiences,,
H.28,2017,1/11/17,An act relating to creating a public option for health care coverage,,
H.30,2017,1/11/17,An act relating to dissolution of the Green Mountain Care Board,,
H.24,2017,1/11/17,An act relating to drugged driving,,
H.27,2017,1/11/17,An act relating to eliminating the statute of limitations on prosecutions for sexual assault,,
H.29,2017,1/11/17,An act relating to permitting Medicare supplemental plans to offer expense discounts,,
H.26,2017,1/11/17,An act relating to physician expert witnesses in medical malpractice actions,,
S.19,2017,1/12/17,An act relating to allowing silver-level nonqualified health benefit plans to be offered outside the Vermont Health Benefit Exchange,88,Health Care
S.23,2017,1/12/17,An act relating to juvenile jurisdiction,72,Children & Youth
S.16,2017,1/12/17,An act relating to expanding patient access to the Medical Marijuana Registry,65,Marijuana
H.35,2017,1/12/17,An act relating to adopting the Uniform Voidable Transactions Act,20,?
S.21,2017,1/12/17,An act relating to a study on whether to require large buildings to install solar generation,,
H.36,2017,1/12/17,An act relating to adopting the Uniform Limited Partnership Act,,
H.37,2017,1/12/17,An act relating to authorizing repossession of commercial property,,
H.34,2017,1/12/17,An act relating to banning baby bumper pads,,
S.22,2017,1/12/17,An act relating to eliminating penalties for possession of limited amounts of marijuana by adults 21 years of age and older,,
S.18,2017,1/12/17,An act relating to freedom of expression for students,,
H.33,2017,1/12/17,An act relating to nonprofit corporations,,
S.20,2017,1/12/17,An act relating to permanent licenses for persons 66 years of age or older,,
H.38,2017,1/12/17,An act relating to the membership of the Clean Water Fund Board,,
H.32,2017,1/12/17,An act relating to the provision of traumatic brain injury services to family members of active duty service members,,
S.17,2017,1/12/17,An act relating to the qualifications of candidates for Adjutant and Inspector General,,
H.39,2017,1/12/17,An act relating to the threshold for operational stormwater permits,,
H.31,2017,1/12/17,An act relating to the use of gun suppressors for hunting,,
H.40,2017,1/12/17,An act relating to the use of internal combustion engines on public water sources,,
S.29,2017,1/13/17,An act relating to decedents' estates,195,?
H.42,2017,1/13/17,An act relating to appointing municipal clerks and treasurers and to municipal audit penalties,27,Government & Public Affairs
H.45,2017,1/13/17,An act relating to amending the settlement patterns criterion of Act 250,,
H.44,2017,1/13/17,An act relating to carrying a handgun and a bow after the close of the legal hunting day,,
H.41,2017,1/13/17,An act relating to eliminating sitting legislators as members of the Board of Trustees of the University of Vermont and State Agricultural College and increasing the number of private board members,,
H.43,2017,1/13/17,An act relating to exempting feminine hygiene products from sales tax,,
S.26,2017,1/13/17,An act relating to miscellaneous law enforcement amendments,,
S.27,2017,1/13/17,An act relating to requiring each town to provide its own primary police coverage,,
H.47,2017,1/13/17,An act relating to requiring telemarketers to provide accurate caller identification information,,
S.28,2017,1/13/17,An act relating to the beverage container redemption system,,
S.25,2017,1/13/17,An act relating to the professional regulation of law enforcement officers by the Vermont Criminal Justice Training Council,,
H.46,2017,1/13/17,An act relating to the registration of bicycles,,
S.24,2017,1/13/17,An act relating to the State Board of Education,,
H.48,2017,1/13/17,An act relating to water supply rates,,
H.59,2017,1/17/17,An act relating to technical corrections,74,?
S.33,2017,1/17/17,An act relating to the Rozo McLaughlin Farm-to-School Program,63,Education
H.58,2017,1/17/17,An act relating to permanent licenses for persons 66 years of age or older,33,?
H.50,2017,1/17/17,An act relating to the telecommunications siting law,32,Telecommunications
H.53,2017,1/17/17,An act relating to permitting planting projects in flood hazard areas,4,Environment
H.55,2017,1/17/17,An act relating to appointing public defenders for accused persons 25 years of age or less,,
S.31,2017,1/17/17,An act relating to circulating nurses in hospital operating rooms,,
S.32,2017,1/17/17,An act relating to climate change considerations in State procurement,,
H.52,2017,1/17/17,An act relating to increasing the smoking age from 18 to 21 years of age,,
H.51,2017,1/17/17,An act relating to notice of telecommunications facility installation,,
H.56,2017,1/17/17,An act relating to pretrial risk assessments and needs screenings,,
H.57,2017,1/17/17,An act relating to property tax abatement appeals,,
H.61,2017,1/17/17,An act relating to the designation of heritage trout waters,,
H.60,2017,1/17/17,An act relating to the hunting of coyotes,,
S.30,2017,1/17/17,An act relating to the service of alcoholic beverages by theaters,,
H.49,2017,1/17/17,An act relating to the State Board of Education and concurrence by the Secretary of Education of proposed rules,,
H.54,2017,1/17/17,An act relating to the Total Abstinence program,,
S.34,2017,1/18/17,An act relating to rural economic development,77,Agriculture
H.62,2017,1/18/17,An act relating to a study regarding the use of lights on motor vehicles,,
S.37,2017,1/18/17,An act relating to access to treatment for patients with a terminal illness,,
H.69,2017,1/18/17,"An act relating to declaring August 26 and 27, 2017 a State sales tax holiday",,
H.65,2017,1/18/17,An act relating to health insurance coverage for enteral formula for home use,,
H.64,2017,1/18/17,An act relating to increasing the minimum wage,,
H.71,2017,1/18/17,An act relating to lowering the minimum corporate tax for a tax-exempt corporation,,
H.70,2017,1/18/17,An act relating to Medicaid coverage for doula services,,
S.35,2017,1/18/17,An act relating to nonconsensual sexual conduct,,
H.73,2017,1/18/17,An act relating to prohibiting nudity in a public place,,
H.66,2017,1/18/17,An act relating to shared candidate campaign expenditures,,
S.36,2017,1/18/17,An act relating to shared parental rights and responsibilities,,
H.63,2017,1/18/17,An act relating to special license plates for municipal law enforcement vehicles,,
H.68,2017,1/18/17,"An act relating to the definition of ""resident"" in the motor vehicle laws",,
H.67,2017,1/18/17,An act relating to the expansion of the beverage container redemption system,,
H.72,2017,1/18/17,An act relating to the Vermont National Guard Educational Assistance Program,,
H.74,2017,1/19/17,An act relating to domestic and sexual violence,44,Civil & Criminal Justice
H.85,2017,1/19/17,An act relating to captive insurance companies,12,Insurance
S.38,2017,1/19/17,An act relating to the Government Accountability Committee and the State Outcomes Report,6,Government & Public Affairs
H.91,2017,1/19/17,An act relating to allocation of monies collected from enforcement of distracted driving laws,,
H.78,2017,1/19/17,An act relating to commercial vehicle operation on the Hazen's Notch segment of Vermont Route 58,,
H.77,2017,1/19/17,An act relating to expanding the Vermont Practitioner Recovery Network,,
H.81,2017,1/19/17,An act relating to improving safety at the intersection of VT Route 105 and Water Tower Road in Enosburg Falls,,
H.76,2017,1/19/17,An act relating to miscellaneous agricultural subjects,,
H.82,2017,1/19/17,An act relating to prohibiting the use of salt brine on Vermont roads,,
H.90,2017,1/19/17,An act relating to providing health coverage for hearing aids,,
H.79,2017,1/19/17,An act relating to slow-moving vehicles,,
H.87,2017,1/19/17,An act relating to strengthening the role of municipal and regional recommendations in energy siting,,
H.84,2017,1/19/17,An act relating to survivor benefits for law enforcement officers,,
H.75,2017,1/19/17,An act relating to the Government Accountability Committee and the State Outcomes Report,,
H.86,2017,1/19/17,An act relating to the regulation of vision insurance plans,,
H.89,2017,1/19/17,An act relating to the service of alcoholic beverages by theaters,,
H.88,2017,1/19/17,An act relating to the use of disposable carryout bags,,
H.80,2017,1/19/17,An act relating to traffic safety on Vermont Route 242,,
H.83,2017,1/19/17,An act relating to unemployment compensation referee final decisions,,
S.39,2017,1/20/17,An act relating to the repeal of the crime of obtaining maps and plans while at war,16,Civil & Criminal Justice
H.94,2017,1/20/17,An act relating to exempting certain forms of income from the calculation of household income for veterans who are permanently and totally disabled,,
H.95,2017,1/20/17,An act relating to funding the Clean Water Fund,,
H.93,2017,1/20/17,An act relating to increasing the minimum wage,,
S.40,2017,1/20/17,An act relating to increasing the minimum wage,,
H.99,2017,1/20/17,An act relating to labeling of roll-off dumpsters,,
H.97,2017,1/20/17,An act relating to reclaiming revenue losses resulting from federal tax cuts,,
H.100,2017,1/20/17,An act relating to sudden cardiac arrest prevention during school athletic activities,,
H.98,2017,1/20/17,An act relating to the elimination of strikes and imposed terms in connection with collective bargaining for teachers' and school administrators' contracts and the formation of a task force,,
H.96,2017,1/20/17,An act relating to the phased-in exemption from State income taxation of Social Security payments for certain taxpayers,,
H.92,2017,1/20/17,An act relating to the registration of dams,,
H.111,2017,1/24/17,An act relating to vital records,46,?
H.125,2017,1/24/17,An act relating to fiscal year 2017 budget adjustments,3,Government & Public Affairs
H.122,2017,1/24/17,An act relating to appropriations for Vermont State Colleges,,
H.112,2017,1/24/17,An act relating to automobile advertising,,
H.120,2017,1/24/17,An act relating to changes of name,,
H.116,2017,1/24/17,An act relating to contamination of a public water system or a potable water supply by a hazardous material release,,
H.115,2017,1/24/17,An act relating to defining an ounce of marijuana for the purpose of therapeutic use,,
S.41,2017,1/24/17,An act relating to disallowing corporate income tax deductions for the payment of compensatory and punitive damages to a government,,
H.101,2017,1/24/17,An act relating to drug-free workplace workers' compensation premium reductions,,
S.42,2017,1/24/17,An act relating to eliminating the statute of limitations on prosecutions for sexual assault,,
S.44,2017,1/24/17,An act relating to equally shared candidate campaign expenditures,,
S.43,2017,1/24/17,An act relating to establishing a regenerative soils program,,
H.113,2017,1/24/17,An act relating to establishing ethics rules for the General Assembly and the Executive Branch of government and creating the Vermont Ethics Commission,,
H.121,2017,1/24/17,An act relating to establishing the State Ethics Commission and standards of governmental ethical conduct,,
H.110,2017,1/24/17,An act relating to excluding reinvested capital gains from Vermont's income tax,,
H.118,2017,1/24/17,An act relating to insurance coverage for telemedicine services delivered in or outside a health care facility,,
H.108,2017,1/24/17,An act relating to limiting drug-related criminal liability and civil forfeiture actions against persons associated with an approved safer drug consumption program,,
H.107,2017,1/24/17,An act relating to marriage solemnization,,
H.124,2017,1/24/17,An act relating to mental health insurance benefits,,
H.102,2017,1/24/17,An act relating to penalties for the failure to timely file standard campaign finance reports,,
H.114,2017,1/24/17,An act relating to portability of Vermont Student Assistance Corporation grants and scholarships,,
H.109,2017,1/24/17,An act relating to portable employment benefits and contingent workers,,
H.106,2017,1/24/17,An act relating to presumed consent for organ donation,,
H.103,2017,1/24/17,An act relating to primary enforcement of the adult seatbelt law,,
H.104,2017,1/24/17,An act relating to removal of vehicles and cargo from highways,,
H.119,2017,1/24/17,An act relating to the classification of employees and independent contractors,,
H.123,2017,1/24/17,An act relating to the process for furlough revocation,,
H.117,2017,1/24/17,An act relating to the State Board of Education,,
H.105,2017,1/24/17,An act relating to the use of single-use carryout bags,,
H.128,2017,1/25/17,An act relating to casino events hosted by nonprofit organizations,,
H.126,2017,1/25/17,An act relating to circulating nurses in hospital operating rooms,,
H.127,2017,1/25/17,An act relating to prohibiting smoking in multi-unit housing,,
S.45,2017,1/25/17,An act relating to providing meals to health care providers at conferences,,
S.46,2017,1/25/17,An act relating to reducing Education Fund costs for fiscal year 2018,,
H.130,2017,1/26/17,An act relating to approval of amendments to the charter of the Town of Hartford,M-6,Government & Public Affairs
H.132,2017,1/26/17,An act relating to limiting landowner liability for posting the dangers of swimming holes,136,Real Estate
S.50,2017,1/26/17,An act relating to insurance coverage for telemedicine services delivered in or outside a health care facility,64,Insurance
H.136,2017,1/26/17,An act relating to accommodations for pregnant employees,21,Labor Issues
H.139,2017,1/26/17,An act relating to a private right of action against unpermitted salvage yards,,
H.138,2017,1/26/17,An act relating to co-payments for physical therapy services,,
S.48,2017,1/26/17,An act relating to creating the Commission on the State Bank of Vermont,,
H.134,2017,1/26/17,An act relating to establishing the Agency of Controlled Substances,,
H.133,2017,1/26/17,An act relating to establishing the Office of Native American Affairs,,
S.49,2017,1/26/17,An act relating to jurors' compensation,,
H.131,2017,1/26/17,An act relating to licensing and regulating art therapists,,
H.129,2017,1/26/17,An act relating to providing educational materials on nutrition to recipients of the Supplemental Nutrition Assistance Program,,
S.51,2017,1/26/17,An act relating to renewable energy goals for Vermont's total energy consumption,,
H.135,2017,1/26/17,An act relating to subcommittee meetings under the Open Meeting Law,,
S.47,2017,1/26/17,An act relating to the assessment of Vermont's public benefit structure,,
H.137,2017,1/26/17,An act relating to workers' compensation premiums,,
H.150,2017,1/27/17,An act relating to parole eligibility,91,Civil & Criminal Justice
S.52,2017,1/27/17,"An act relating to the Public Service Board, energy, and telecommunications",53,?
H.145,2017,1/27/17,An act relating to establishing the Mental Health Crisis Response Commission,45,Health Care
H.141,2017,1/27/17,An act relating to appurtenant dwelling units under the use value appraisal program,,
H.143,2017,1/27/17,An act relating to automobile insurance requirements and transportation network companies,,
H.147,2017,1/27/17,An act relating to consumer protection and data security breaches,,
H.142,2017,1/27/17,An act relating to life insurance policies and the Vermont Uniform Securities Act,,
S.54,2017,1/27/17,An act relating to lobbyist identification,,
H.149,2017,1/27/17,An act relating to providing meals to health care providers at conferences,,
S.53,2017,1/27/17,An act relating to recommendations for achieving universal coverage for primary care in Vermont,,
H.148,2017,1/27/17,An act relating to special annual overweight permits for truck combinations with six or more axles,,
H.146,2017,1/27/17,An act relating to tests to determine the blood alcohol content of a motor vehicle operator,,
H.144,2017,1/27/17,An act relating to the membership of the Nuclear Decommissioning Citizens Advisory Panel,,
H.140,2017,1/27/17,An act relating to the validity of criminal statutes and conditions of probation or release related to alcohol consumption,,
H.154,2017,1/31/17,An act relating to approval of amendments to the charter of the City of Burlington and to charter amendment procedure,M-7,Government & Public Affairs
S.55,2017,1/31/17,An act relating to the disposition of unlawful and abandoned firearms,94,Gun
S.56,2017,1/31/17,An act relating to insurance and securities,80,Insurance
H.152,2017,1/31/17,An act relating to the Vermont Revised Uniform Fiduciary Access to Digital Assets Act,13,?
H.157,2017,1/31/17,An act relating to adopting a statewide calendar for public schools,,
H.155,2017,1/31/17,An act relating to digital speed limit signs and authorizing temporary speed limits,,
H.162,2017,1/31/17,An act relating to execution of court judgments on personal property,,
S.57,2017,1/31/17,An act relating to increase consumer awareness of prescription drug prices,,
H.158,2017,1/31/17,An act relating to moving the date for school district budget votes for fiscal year 2018,,
H.163,2017,1/31/17,An act relating to promoting workforce housing,,
H.151,2017,1/31/17,An act relating to requiring background checks for the transfer of firearms,,
H.156,2017,1/31/17,An act relating to the phase-out of the declining student hold-harmless provision,,
H.153,2017,1/31/17,An act relating to underwriting motor vehicle insurance and credit history,,
H.161,2017,1/31/17,An act relating to union membership fees for teachers and administrators,,
H.159,2017,1/31/17,An act relating to use of a colored light on a funeral procession lead vehicle,,
H.160,2017,1/31/17,An act relating to use of auxiliary fuel tanks on Type II school buses,,
S.61,2017,2/1/17,"An act relating to offenders with mental illness, inmate records, and inmate services",78,Civil & Criminal Justice
H.171,2017,2/1/17,An act relating to expungement,57,?
S.60,2017,2/1/17,An act relating to the repeal of 21 V.S.A. § 6,17,?
H.167,2017,2/1/17,An act relating to alternative approaches to addressing low-level illicit drug use,,
S.59,2017,2/1/17,An act relating to certain businesses regulated by the Department of Financial Regulation,,
H.169,2017,2/1/17,An act relating to creating a property tax exemption for all veterans,,
S.58,2017,2/1/17,An act relating to creating an education property tax that is adjusted by income for all taxpayers,,
H.172,2017,2/1/17,An act relating to health insurance coverage for bone marrow testing,,
H.170,2017,2/1/17,An act relating to possession and cultivation of marijuana by a person 21 years of age or older,,
H.164,2017,2/1/17,An act relating to reducing over time the cap on property tax adjustments,,
H.166,2017,2/1/17,An act relating to shared parental rights and responsibilities and equal parent-child contact,,
H.168,2017,2/1/17,An act relating to special education reimbursement and weighted long-term membership,,
H.165,2017,2/1/17,An act relating to the repeal of the crime of obtaining maps while at war,,
H.184,2017,2/2/17,An act relating to evaluation of suicide profiles,34,?
H.182,2017,2/2/17,An act relating to certain businesses regulated by the Department of Financial Regulation,22,Government & Public Affairs
H.183,2017,2/2/17,An act relating to funding for school districts with declining student enrollment,,
H.175,2017,2/2/17,An act relating to including psychological abuse as the basis for obtaining a civil abuse protection order,,
H.179,2017,2/2/17,An act relating to increasing the tobacco tax on cigarettes and new smokeless tobacco,,
H.186,2017,2/2/17,An act relating to pole attachment rules and broadband deployment,,
H.187,2017,2/2/17,An act relating to prohibiting smoking outside places of business,,
H.181,2017,2/2/17,"An act relating to promoting safe, sustainable, and affordable housing",,
S.62,2017,2/2/17,"An act relating to requiring out-of-state vendors to report to the Department of Taxes certain sales and use tax data, and to have the Department of Taxes increase use tax compliance",,
H.174,2017,2/2/17,An act relating to school district consolidation,,
S.64,2017,2/2/17,An act relating to science-based drug education,,
S.63,2017,2/2/17,An act relating to siting jurisdiction for temporary meteorological stations,,
H.173,2017,2/2/17,An act relating to solid waste management of beverage containers,,
H.176,2017,2/2/17,An act relating to the assessment of Vermont's public benefit structure,,
H.185,2017,2/2/17,An act relating to the efficient operation of air conditioners and heating systems at retail establishments,,
H.177,2017,2/2/17,An act relating to the moisture content of firewood sold in Vermont,,
H.178,2017,2/2/17,An act relating to the taxation of electronic cigarettes,,
H.180,2017,2/2/17,An act relating to warranty obligations for motorboat and personal watercraft dealers,,
S.69,2017,2/3/17,An act relating to an employer's compliance with an income withholding order from another state,18,Labor Issues
S.66,2017,2/3/17,"An act relating to a cap and trade program for greenhouse gas emissions caused by transportation, heating, and other energy use",,
H.189,2017,2/3/17,An act relating to allowing a voter's spouse to pick up an early voter absentee ballot,,
H.192,2017,2/3/17,An act relating to immunity from liability for licensed professionals providing essential services during emergencies,,
